"id","class","height","color","rottingFleshPct","bloodCoverage","aura","hairLength"
1692,"Witch",69.331576680817,"green",21.96,3.122,0.205885794207756,3.52998374513878
1693,"Vampire",70.4390765925992,"grey",10.75,26.205,0.103275108045371,3.98482158027048
1694,"Zombie",66.2347438347443,"grey",26.58,23.608,0.138240954626611,4.11917998069151
1695,"Ghost",54.6805258330141,"white",5.6,9.238,0.391475537263533,3.36644722734715
1696,"Vampire",65.6409979047262,"purple",14.84,22.035,0.183120942937259,3.65830658893485
1697,"Vampire",66.2459528875738,"white",14.96,10.916,0.348984807163605,4.12354493458287
1698,"Vampire",62.2077264128544,"green",10.85,11.004,0.22966917412276,3.80610860529325
1699,"Zombie",60.2522525161687,"green",22.2,41.666,0.183961169565612,3.36412980124132
1700,"Zombie",59.4443831352381,"green",35.83,37.662,0.165586921538455,3.64251108119269
1701,"Mummy",62.2779044442707,"grey",15.79,8.849,0.117588679048557,3.1756369232858
1702,"Zombie",44.5228404011794,"white",33.64,37.62,0.384857756433097,3.13986734139201
1703,"Zombie",61.4190873212984,"green",32.95,35.89,0.240086325258005,3.62445894514462
1704,"Ghost",50.9515003952167,"white",7.03,5.006,0.265354674918595,2.97115641432656
1705,"Ghost",62.6724482251972,"white",7.76,6.738,0.272149729752684,3.30849744372585
1706,"Witch",66.3467694160211,"grey",13.74,8.281,0.0639570840976803,3.75308988004409
1707,"Vampire",69.7700978921993,"white",12.12,13.768,0.338103263356404,3.85354394352765
1708,"Witch",62.1173250305465,"green",24.94,4.435,0.208028825233797,3.49175147984416
1709,"Mummy",56.5106697499074,"white",22.73,7.601,0.400379718518797,3.29689012775072
1710,"Zombie",45.7071600732703,"green",25.27,31.186,0.155755405213304,2.96710507627136
1711,"Zombie",65.671087940225,"purple",28.84,18.796,0.269101736963297,3.61503814201973
1712,"Vampire",66.5170207106527,"grey",11.07,28.44,0.101918211860205,3.5564251865149
1713,"Witch",65.1191062956968,"purple",19.32,3.44,0.185219249539772,3.35134330944698
1714,"Vampire",67.9088217558743,"white",10.39,19.742,0.164617748746056,3.76930888096877
1715,"Zombie",48.7269520245089,"green",31.19,22.483,0.152837292690149,3.34337029430556
1716,"Vampire",70.1322250785391,"grey",9.2,22.216,0.0865509729689946,3.63728123429118
1717,"Vampire",68.4271130867559,"grey",12.79,31.003,0.0988059379472525,3.95939248348884
1718,"Zombie",60.5004854561085,"grey",27.2,31.397,0.0705402871418355,3.30020996573725
1719,"Witch",66.0481224079064,"purple",19.76,11.505,0.252485011426987,2.24265738447873
1720,"Ghost",43.1672727333613,"white",6.28,0.086,0.260200510427422,2.98618113767922
1721,"Ghost",64.6852394802013,"white",3.8,8.069,0.283397983490619,3.51323126837908
1722,"Zombie",57.0382762173596,"green",31.82,36.64,0.123235672984735,3.12218826887851
1723,"Zombie",40.7215625169424,"green",37.22,29.143,0.192038157913566,2.9290624513837
1724,"Zombie",49.9337787396234,"purple",28.92,18.161,0.168933090763089,2.95984679725667
1725,"Zombie",62.9664018329466,"green",28.08,38.828,0.167699811667124,3.53064978076522
1726,"Vampire",68.7147622061387,"white",10.68,33.959,0.22715215575374,3.67894871531339
1727,"Ghost",52.325458254771,"green",7.65,5.33,0.178694942921009,3.13265778205333
1728,"Zombie",67.7116482320562,"white",31.68,38.83,0.225303620132273,3.54997951066906
1729,"Witch",65.7681217786883,"white",23.17,12.579,0.293444652465185,3.01814757364183
1730,"Zombie",63.7934007720744,"green",27.73,27.768,0.170297044454958,3.52677269774484
1731,"Zombie",51.2189905492459,"grey",36.4,13.936,0.122022493566207,2.89392099079168
1732,"Witch",60.4674412305029,"green",20.08,7.067,0.19479568458697,3.59973730704493
1733,"Zombie",65.5255843192562,"green",28.38,24.389,0.221976661838862,3.37660295593736
1734,"Zombie",46.774356006482,"green",33.24,30.876,0.162029154392349,3.23612262931162
1735,"Zombie",56.4747977785507,"green",20.88,39.726,0.181163124305375,3.94568681964267
1736,"Ghost",52.7192125178959,"green",3.86,2.706,0.206745006299858,2.90586751447138
1737,"Vampire",66.9489542817049,"green",5.84,30.926,0.199258314715146,4.25216693107906
1738,"Zombie",57.961999891354,"green",34.36,34.951,0.245470607147763,3.45063805273369
1739,"Ghost",66.6521757838352,"white",3.31,8.834,0.344677651360779,3.79204548561095
1740,"Mummy",69.218629783433,"green",34.34,24.738,0.233054096666912,3.85929681770047
1741,"Witch",64.692710431513,"green",19.45,6.376,0.189828837846014,3.8566227995259
1742,"Witch",58.2314491476458,"green",24.28,8.119,0.230992878868322,3.30031879660776
1743,"Zombie",56.2125790765114,"green",25.38,32.933,0.211722859445797,4.03575759920172
1744,"Ghost",45.5154126572317,"white",8.67,7.431,0.154026514198142,2.82737353702838
1745,"Zombie",63.4696256823012,"green",35.17,33.06,0.159752492098322,3.09043362973728
1746,"Zombie",61.6191322212599,"grey",33.76,28.32,0.115208908549609,3.59324440878303
1747,"Mummy",71.3022969978925,"white",26.46,22.174,0.233163662749984,3.84999874497041
1748,"Vampire",63.0091541988895,"white",8.46,10.006,0.212832509926836,3.39715892697214
1749,"Witch",57.8893840232762,"green",28.38,1.127,0.184650551364202,3.27514906015956
1750,"Zombie",64.6060971894939,"green",16.89,31.294,0.181909803362515,2.92327660329524
1751,"Zombie",61.9437928145336,"purple",28.55,18.056,0.214234861784686,3.31582321444072
1752,"Witch",67.8544403971898,"purple",15.64,6.55,0.199291902658159,3.15949583272931
1753,"Zombie",50.3107846886943,"green",35.84,27.435,0.225870957174238,3.07777381576531
1754,"Zombie",44.6330233777678,"green",33.85,29.804,0.194663001013935,3.01873886036104
1755,"Witch",62.1415309287526,"purple",25.62,12.214,0.225476379183061,3.5602019120974
1756,"Mummy",71.594803744485,"white",36.2,4.327,0.367643558365085,3.05785024363937
1757,"Ghost",47.8351680058494,"grey",6.91,2.054,0.0988614272914686,2.98910130850499
1758,"Ghost",54.8249659948321,"grey",5.02,4.028,0.0958071490772054,3.07494955907868
1759,"Witch",59.970672737695,"green",21.53,13.64,0.201077001317461,3.31166989533919
1760,"Zombie",51.4544671475986,"green",30.78,17.833,0.179212649302632,3.25085127572657
1761,"Witch",56.0308948942346,"purple",15.46,13.422,0.188324492757787,3.22750481168082
1762,"Zombie",72.04386214972,"grey",35.76,36.096,0.0853740371792693,3.43450251853171
1763,"Ghost",62.3167814889653,"white",17.28,6.263,0.25170824037492,4.0993323016808
1764,"Ghost",64.2461944905272,"white",4.16,0.377,0.224198600206965,3.44684850218091
1765,"Vampire",68.0147438330877,"purple",5.86,18.773,0.237159077809119,3.12657917043979
1766,"Zombie",62.7246547389921,"green",20.43,17.011,0.167443764107075,3.43661331935083
1767,"Vampire",66.2706747328547,"grey",14.59,11.151,0.0693748622281807,3.42687696628321
1768,"Zombie",43.9261742515484,"grey",28.64,32.659,0.101996678706067,3.34694559540742
1769,"Vampire",62.0874555135465,"white",11.33,19.804,0.348280366206027,3.82773084305736
1770,"Witch",63.1086727396749,"green",16.73,12.513,0.2740856257913,3.33171185570677
1771,"Zombie",57.4623552948356,"green",31.41,23.7,0.242225762488501,2.67263465579285
1772,"Zombie",52.6788566464297,"grey",37.94,32.427,0.116944806597827,3.41736744405455
1773,"Vampire",71.6379646430812,"grey",12.66,15.862,0.0907287080035302,3.74458827967576
1774,"Vampire",66.6412480273025,"grey",7.09,32.159,0.0415172750619787,3.43211798482168
1775,"Zombie",63.5753749210059,"green",29.81,9.572,0.154928709891329,3.88401817827608
1776,"Zombie",68.5621904197889,"green",33.28,27.308,0.130006999485119,3.25412195238359
1777,"Zombie",49.8593354946793,"white",28.23,35.025,0.372321900354481,3.35444132046039
1778,"Witch",63.2731956186112,"white",27.54,1.684,0.308239552962538,3.36747785646254
1779,"Ghost",57.6853247517086,"white",8.75,6.759,0.320725617464854,3.32202533780221
1780,"Zombie",57.8072587375165,"purple",27.62,37.147,0.165497449655119,3.9911840441236
1781,"Zombie",57.1806928249122,"grey",37.18,32.087,0.0440334488515965,3.74198150658464
1782,"Zombie",57.8087920152411,"white",32.67,31.718,0.388644425850618,3.30733539715139
1783,"Zombie",59.9257964803223,"white",35.34,31.97,0.323464450794234,3.39856563499694
1784,"Zombie",63.4606079996374,"green",30.04,33.098,0.202880889038322,3.03068015802576
1785,"Zombie",62.0117431427009,"grey",34.88,15.474,0.0896856060841002,3.13891357684502
1786,"Witch",62.5243665834308,"green",15.11,9.741,0.133348358501955,3.61824669020697
1787,"Witch",69.9093167963246,"purple",18.98,3.299,0.230624212498074,4.05845522894635
1788,"Mummy",66.6762474812309,"grey",29.33,19.365,0.0491493284182364,3.65898006091975
1789,"Zombie",67.2626154922218,"white",38.64,43.258,0.252890505332861,3.66564853686078
1790,"Mummy",61.6971607246861,"white",8.91,12.443,0.315774236593755,2.90867763769977
1791,"Ghost",40.1198586634254,"purple",13.65,6.186,0.250603020723513,3.31613098751936
1792,"Zombie",60.2532190816306,"green",16.68,37.871,0.20007724275897,4.24829785170916
1793,"Witch",53.3010491216636,"purple",15.12,6.729,0.2410694263135,3.20279351713226
1794,"Ghost",65.0174226564371,"white",10,3.125,0.199368335900016,3.4254162920588
1795,"Vampire",66.7933328484763,"grey",9.71,25.82,0.141566888978589,3.99118604045327
1796,"Ghost",69.6110782629576,"white",13.01,5.381,0.295716224856231,3.42372169598366
1797,"Vampire",61.9894159837326,"white",11.25,28.856,0.266881633099309,3.4869885031875
1798,"Zombie",62.5077919261527,"grey",31.94,36.917,0.0785842968468319,3.97961895085886
1799,"Witch",54.3492229985515,"purple",23.55,1.451,0.145451410670584,3.81488343719268
1800,"Zombie",67.3348581342012,"green",23.36,30.175,0.198471308219869,3.37139592566675
1801,"Witch",60.9219356514241,"green",24.18,4.655,0.219547297111988,2.92705483253183
1802,"Vampire",68.0897370343621,"white",10.12,9.186,0.317829303839558,3.47855445052311
1803,"Zombie",55.5003167035492,"grey",26,34.889,0.108853067546561,3.21150482503598
1804,"Witch",60.221291552002,"purple",18.34,13.08,0.225614541646547,3.69747532817862
1805,"Witch",55.0237629633405,"green",20.33,7.395,0.179466521840517,2.90037287763619
1806,"Witch",61.2545824778596,"purple",23.06,6.471,0.187775287616143,3.46732228134574
1807,"Witch",62.0090379101544,"purple",29.45,9.763,0.139697818846911,3.90079740505745
1808,"Witch",63.5830929704272,"green",18.39,8.991,0.252997890575218,3.38676619779375
1809,"Zombie",67.8944995220687,"green",30.25,51.378,0.218996569660211,3.75117070249834
1810,"Zombie",61.0875127818945,"green",31.6,25.591,0.202757174154597,3.12026747633803
1811,"Vampire",64.4637095056116,"purple",9.73,33.005,0.107627539119955,3.67216365187296
1812,"Ghost",44.0944838381993,"white",6.4,2.159,0.33916106380799,2.68550892493736
1813,"Ghost",47.0459330620862,"white",4.95,2.45,0.304331904403377,3.48719550008363
1814,"Zombie",61.3270636692822,"grey",33.02,39.423,0.0748661677388873,4.10600822720759
1815,"Vampire",70.1265841452362,"grey",11.39,10.66,0.0994370801049339,3.58708581115576
1816,"Mummy",64.2700551214776,"grey",39.45,20.693,0.137207947705298,3.42118237437958
1817,"Ghost",52.33840717948,"grey",7.88,8.437,0.0863910790569283,3.55032913148208
1818,"Mummy",63.9454792607882,"grey",23.22,8.54,0.0914399601129182,3.69784653144181
1819,"Zombie",51.4315012220656,"purple",24.5,27.119,0.258410038949136,3.64243604673219
1820,"Zombie",68.0987028215563,"grey",31.59,26.456,0.0873854278968684,3.57112699473179
1821,"Mummy",62.5030870423418,"grey",22.47,17.018,0.115630165618156,3.50345906392744
1822,"Zombie",58.4142577812889,"green",24.96,21.105,0.12704271894475,3.7280127671412
1823,"Zombie",41.1347525613026,"grey",27.87,33.909,0.110338281857925,2.93776837156546
1824,"Mummy",55.6916988917735,"grey",27.27,15.394,0.0877449721124083,3.35353985654397
1825,"Zombie",65.9400945967247,"green",29.84,26.343,0.239982924655994,3.31815348002671
1826,"Vampire",69.2791801123262,"grey",11.29,18.884,0.087423245699424,4.56726603256322
1827,"Mummy",72.2290384015611,"white",13.52,15.602,0.215900625832908,3.58010983210848
1828,"Zombie",62.0428623965314,"purple",33.41,36.399,0.181591264741486,3.39098451872415
1829,"Mummy",61.8205647349705,"grey",31.81,12.649,0.118481033386264,3.3387815564628
1830,"Witch",66.2508569888642,"green",15.8,6.547,0.195591250097423,3.78206987788913
1831,"Mummy",62.3749578112347,"white",15.7,5.201,0.278607163468807,3.27407061382922
1832,"Mummy",73.1763369327678,"grey",18.3,20.451,0.0624971804032017,3.4395071275911
1833,"Ghost",55.0032389301395,"green",9.05,8.541,0.202418233371549,3.17951123445905
1834,"Zombie",50.0305973261283,"green",37.73,30.568,0.149705431069606,3.12116496101819
1835,"Witch",70.3734087171952,"purple",21.01,1.275,0.204850795469743,3.24244497997571
1836,"Mummy",58.0048632432403,"green",38.94,21.516,0.206636745811706,3.22288083932024
1837,"Vampire",67.3447081327809,"grey",9.78,31.004,0.130474904976162,3.55342268912417
1838,"Mummy",62.1514707101907,"white",10.69,3.115,0.27025966955637,3.32380696454745
1839,"Witch",65.5624471857252,"green",15.26,4.291,0.233617375121904,3.77301641266803
1840,"Zombie",63.9993491263889,"green",26.43,28.573,0.223509595501649,4.56798011136381
1841,"Zombie",70.1844885999759,"green",28.4,30.653,0.195422987212536,3.6283890104581
1842,"Mummy",57.0819762846108,"white",16.91,19.033,0.277418570229997,2.97178861204878
1843,"Vampire",63.5409987859684,"green",9,13.138,0.141557898261277,4.10752844618028
1844,"Ghost",48.3653110474455,"white",6.88,3.5,0.334196010726,2.97744181974256
1845,"Ghost",66.3695895455331,"white",14.52,6.411,0.399608487541002,3.35150850803682
1846,"Witch",59.4845133126284,"purple",14.22,13.416,0.241162080880976,4.19993091241407
1847,"Zombie",60.4571094630059,"grey",30.37,27.152,0.0970629094959864,3.80429154272032
1848,"Ghost",47.0837199776037,"white",6.85,5.381,0.221543261305215,2.92256827159236
1849,"Vampire",66.528130445935,"grey",13.22,21.047,0.0968739380408755,3.58902043619597
1850,"Ghost",67.2907266826856,"white",9.91,3.44,0.33793558526333,3.98828896322722
1851,"Zombie",63.6581673072793,"green",22.62,39.767,0.21122040433039,3.59603296780217
1852,"Vampire",66.9531944105993,"grey",10.37,23.803,0.106099261125108,3.089691579214
1853,"Vampire",69.0812651396673,"grey",11.62,23.889,0.0951080701686112,4.38505931517215
1854,"Ghost",58.2058037722989,"white",7.69,4.822,0.36830883634527,4.05627340617333
1855,"Zombie",67.3112187346682,"purple",29.5,23.322,0.173623804719311,3.47807769685927
1856,"Witch",61.5295097975642,"white",7.53,17.719,0.260432325358217,3.48698334751809
1857,"Mummy",62.1546494281112,"grey",22.91,19.67,0.0929920890628053,3.11382933665015
1858,"Zombie",63.4821289008749,"grey",26.98,39.282,0.106244603859632,3.95388421988152
1859,"Vampire",71.3491513501888,"grey",14.46,13.058,0.109266268370569,3.5727239135771
1860,"Zombie",41.2388680655638,"green",24.62,28.111,0.186742683419186,2.8511796725825
1861,"Ghost",53.2287129730647,"white",4.94,1.067,0.421852624562751,2.3819430581153
1862,"Mummy",61.4573704080397,"purple",15.62,21.302,0.161964712269799,3.75198967474051
1863,"Mummy",65.4114838018402,"grey",37.91,15.462,0.120374117568913,3.55272223799912
1864,"Witch",66.9880675914804,"grey",25.96,19.179,0.0817484311611414,3.86779153925841
1865,"Vampire",69.8098688003762,"grey",6.59,29.064,0.0682741252884743,3.26775356262164
1866,"Zombie",49.2531323105328,"green",32.4,41.562,0.20188295255285,2.89747651022717
1867,"Witch",56.130320085225,"green",14.85,18.459,0.198249898098249,3.41021422277051
1868,"Witch",61.0402143801754,"green",19.87,10.007,0.158268818421745,4.1925452962262
1869,"Witch",57.1756660268287,"white",19.34,14.004,0.302768311365949,2.86298376922292
1870,"Witch",61.9161165122201,"purple",30.72,18.796,0.209833975284286,3.15986436442485
1871,"Witch",58.1999405124718,"green",12.95,19.182,0.17382725833481,3.56048014714878
1872,"Ghost",55.8915227950943,"white",7.73,3.412,0.28645319704909,3.42125447338225
1873,"Zombie",62.8303376635835,"green",33.64,24.519,0.218673716620951,4.37344997996045
1874,"Zombie",64.5287841140412,"green",28.39,34.781,0.200889314776248,3.05067496129438
1875,"Ghost",40.4139760433646,"white",4.32,2.067,0.320442288547067,2.51496141678083
1876,"Zombie",57.3861374153424,"green",26.09,23.922,0.218053408522899,3.04529179914358
1877,"Witch",59.1392542445401,"green",20.39,19.094,0.195242278202918,3.25450434905031
1878,"Vampire",67.2671432172068,"grey",5.15,33.552,0.0849205320110914,3.38465757955359
1879,"Zombie",45.1910390631714,"white",26.36,35.351,0.207117824233189,3.38829185797669
1880,"Vampire",67.6917701531939,"grey",7.55,8.631,0.118785480679082,3.5501963015688
1881,"Ghost",66.6693608977593,"white",8.98,9.783,0.31563109189148,4.28167357015933
1882,"Zombie",45.2817823768276,"white",27.46,38.6,0.314045083143374,2.65859518971718
1883,"Zombie",65.5154669196045,"purple",26.74,33.286,0.235642436989621,3.75597511043995
1884,"Witch",63.458626624975,"green",18.77,12.703,0.197656185468804,3.37085970277819
1885,"Mummy",70.0182020011049,"white",20.74,20.776,0.30449618714414,3.16934986817123
1886,"Zombie",55.9131045227292,"green",33.13,39.194,0.212803196374093,3.17612901258638
1887,"Ghost",45.9061203327559,"white",6.76,8.747,0.312145191041561,2.92665343694497
1888,"Witch",63.194826215511,"purple",26.68,7.28,0.0951470201957663,3.97237600848813
1889,"Zombie",66.8828803146826,"green",25.54,34.384,0.194942067870137,3.61315768328228
1890,"Zombie",52.0232869372557,"green",25.88,44.32,0.16411640859442,3.31134757070119
1891,"Ghost",61.2323538443635,"grey",6.14,2.261,0.124488459013619,3.43644741864438
1892,"Mummy",67.4602171261474,"grey",37.35,23.138,0.0974311759739557,3.52112795316572
1893,"Vampire",72.0963771635492,"white",14.67,28.976,0.353823893576476,3.65415644774456
1894,"Zombie",59.3938418955386,"purple",28.28,33.197,0.236698234765725,3.75935896882205
1895,"Witch",59.174105556361,"purple",14.41,18.3,0.205681071043725,4.00029884886824
1896,"Vampire",69.6876231583083,"purple",13.02,19.013,0.23907481295718,4.15468927724872
1897,"Zombie",61.3481405466248,"green",28.25,33.374,0.206260095796901,3.49355402985107
1898,"Witch",61.9025538655705,"purple",25.62,12.908,0.0953429728884046,3.3641248315303
1899,"Vampire",68.6542004122614,"grey",9.61,26.275,0.0943813731819345,3.76886912533922
1900,"Ghost",53.1921060710956,"green",4.04,4.679,0.278515200914466,3.48352991262175
1901,"Zombie",45.2680795743567,"green",33.92,26.574,0.20706913461557,2.77529977888069
1902,"Zombie",57.0116433864381,"green",34.77,36.503,0.21800265470056,4.076592930217
1903,"Witch",60.267083789061,"green",20.96,3.956,0.175254796294122,2.97703972319212
1904,"Zombie",65.7219634955208,"green",26.29,12.993,0.126786806730619,3.93868602798026
1905,"Vampire",71.5856248638394,"grey",10.02,27.645,0.0534766135105271,4.15341759406285
1906,"Witch",60.9375110603773,"white",14.77,13.094,0.347005305649437,3.93244794647228
1907,"Zombie",51.618171628102,"purple",15.92,26.649,0.224120963882883,2.77719442628968
1908,"Zombie",66.4647609962545,"grey",24.42,27.379,0.0947884460450246,3.90629971426069
1909,"Zombie",66.7431860856649,"green",35.01,29.344,0.20882856749085,3.01617900426471
1910,"Witch",69.9733067823909,"green",27.88,16.225,0.17599782508176,3.29551104279055
1911,"Zombie",67.807733715125,"grey",30.83,16.822,0.0981261815601171,3.22602337591915
1912,"Ghost",35.7137229839527,"white",6.48,7.042,0.383586617477857,2.07774859132445
1913,"Ghost",56.4132959135017,"white",9.42,3.318,0.296758422359305,3.2267971422361
1914,"Zombie",58.5417936835144,"purple",26.63,40.387,0.219281626208904,3.17721979615699
1915,"Witch",65.7823207401889,"purple",27.49,7.41,0.333359679411245,3.38600898041666
1916,"Zombie",64.571657077313,"green",31.16,14.793,0.124148107115602,3.52511931222407
1917,"Zombie",64.9616251002905,"grey",30.07,43.104,0.0765225491564268,3.85777757372514
1918,"Mummy",69.898751541347,"grey",26.4,13.692,0.0950045763008206,3.1837140843505
1919,"Vampire",69.6200616925817,"grey",5.73,29.167,0.0891657028645303,4.18926940478383
1920,"Zombie",68.4449809370274,"green",29.42,40.221,0.224113667044994,3.36543169239675
1921,"Mummy",60.7570047482414,"grey",31.77,6.301,0.10181406598695,2.84238904339127
1922,"Zombie",53.220824773274,"grey",26.56,32.657,0.0816924965860012,3.32509922401968
1923,"Vampire",74.6847595121038,"grey",8.18,25.858,0.106384375395759,4.22751794842971
1924,"Zombie",65.5422775837514,"grey",27.56,42.993,0.102711998688372,4.04673634594439
1925,"Zombie",47.5655046896971,"grey",29.09,18.855,0.0870605943038179,3.12636735811619
1926,"Zombie",52.3613311480198,"green",25.45,24.631,0.156254140015675,3.03050208204938
1927,"Ghost",55.1856281531064,"white",5.26,5.982,0.201370849026919,3.88739952113055
1928,"Zombie",49.9802914923033,"green",31.62,36.979,0.224790624647302,3.27462108546941
1929,"Witch",59.9041998349276,"purple",10.96,14.66,0.143947138957727,4.49636552042392
1930,"Witch",57.0271830759403,"green",14.35,13.521,0.189103290238352,3.01352627658793
1931,"Ghost",68.1977366410348,"white",5.11,9.253,0.346702349782217,2.69628141188227
1932,"Vampire",74.1441021486731,"grey",14.22,32.384,0.0933973301188184,4.06613369227409
1933,"Ghost",50.079865139322,"white",5.39,9.932,0.379497806180709,3.77918416709149
1934,"Mummy",73.4285900397391,"white",17.96,9.472,0.317133970336027,3.76038358706513
1935,"Zombie",47.8016937989175,"green",26.75,21.865,0.154231348848481,3.66796989366086
1936,"Ghost",42.7695577143731,"white",5.71,6.619,0.300277105834768,2.95057793939976
1937,"Mummy",59.6546894402872,"grey",34.15,21.221,0.120608195588687,3.81771467659686
1938,"Mummy",65.1093517088385,"grey",25.43,10.182,0.105564744491327,3.40589907763815
1939,"Witch",65.0174956453833,"purple",20.15,7.765,0.171726592050466,3.54722690305132
1940,"Ghost",43.4537025010001,"white",3.47,7.04,0.239679445662032,3.00241654296419
1941,"Ghost",50.2080943914303,"white",5.54,8.407,0.306740015659134,2.98382350994509
1942,"Witch",58.7866021420731,"green",12.51,7.051,0.195497839369162,4.01512284900096
1943,"Zombie",62.4440582961967,"green",25.2,45.981,0.143044314541622,3.7930775755581
1944,"Zombie",49.4232905209759,"green",35.77,31.086,0.197202105779163,3.36252504582458
1945,"Vampire",70.9687247340787,"purple",10.14,18.942,0.176769659057333,3.69330893772394
1946,"Zombie",61.7057209858077,"grey",34.15,40.861,0.102892697706468,3.19997269825297
1947,"Zombie",57.417258091764,"green",33.2,29.043,0.185272635341248,3.86615265833327
1948,"Zombie",59.6460088723866,"white",28.77,32.501,0.213452793616351,3.47522525254033
1949,"Zombie",60.0605398344168,"green",30.45,40.613,0.161896887652995,3.90303558338856
1950,"Zombie",70.9929654839052,"purple",25.1,40.954,0.195024754555486,3.79577361170669
1951,"Zombie",47.1552610530518,"green",31.31,24.629,0.250183089548708,3.47953347643936
1952,"Ghost",66.4977981310944,"white",3.5,3.564,0.348253936178518,3.78102803175565
1953,"Zombie",72.7739723573127,"green",33.85,25.232,0.17980559278704,2.84194852953398
1954,"Mummy",63.3909761201051,"grey",8.18,5.551,0.113630977098369,3.10888748130097
1955,"Zombie",62.3336628208528,"green",24.68,24.867,0.117704299060092,3.59479524535899
1956,"Ghost",65.6505269677204,"white",4.91,7.218,0.331216873697385,3.77028032380349
1957,"Witch",63.1370208437736,"purple",10.89,16.682,0.219420509995823,3.24351464318532
1958,"Witch",56.5898137902778,"green",21.73,17.146,0.205900121903504,3.90433473016052
1959,"Zombie",64.4182373151101,"grey",36.75,35.974,0.10153670899017,3.66842257757221
1960,"Zombie",60.325418163296,"grey",31.89,26.922,0.103582275634656,3.14000795356676
1961,"Witch",63.113685779947,"green",15.86,9.68,0.234489348738103,3.64305536135013
1962,"Zombie",46.8558497247051,"purple",27.05,20.22,0.193108783444946,2.89057642008456
1963,"Zombie",64.2163844065054,"green",22.3,43.301,0.232021941210397,3.63258294307839
1964,"Vampire",64.0045915795294,"white",6.45,15.588,0.297744789690084,3.91110481356191
1965,"Zombie",58.3558195634844,"grey",23.64,16.844,0.11356172044018,1.96696488852722
1966,"Zombie",51.7640728085187,"green",26.54,40.903,0.200466446858722,3.15233231253209
1967,"Ghost",61.8987660287354,"white",3.8,3.626,0.343255049292448,3.52583177883077
1968,"Vampire",72.1122756899762,"grey",6.01,15.515,0.102284381306261,4.1498741758912
1969,"Zombie",63.2467207364955,"white",30.81,19.992,0.206581981984635,4.14545895714221
1970,"Zombie",54.3600103811549,"grey",32.83,37.589,0.0978594180017765,3.33992004233413
1971,"Zombie",55.8189516485823,"purple",28.32,27.378,0.160785522868415,2.75600382938002
1972,"Mummy",73.7618646130592,"grey",26.37,10.041,0.118952434103255,4.21461855159922
1973,"Zombie",62.6054667249437,"green",25,33.968,0.225948024267424,2.95184313712905
1974,"Zombie",68.1642687419356,"grey",31.45,27.632,0.0898904832159207,4.10574520391916
1975,"Ghost",53.3100451217969,"white",15.27,0.165,0.3052414664065,2.98064489979135
1976,"Zombie",58.1230610121941,"grey",36.54,28.728,0.0809817300892812,4.06415508750945
1977,"Ghost",48.4967464604521,"grey",16.12,7.781,0.0738050144288079,3.66531622114656
1978,"Zombie",61.0407833644579,"green",30.27,35.846,0.205840077240917,3.75881956739535
1979,"Witch",61.9282772584976,"green",23.86,15.973,0.190179842725612,3.55112435731333
1980,"Vampire",69.8820186464908,"purple",5.02,12.327,0.18627180248169,3.92366686720035
1981,"Zombie",59.629675408909,"grey",27.12,13.303,0.102421536906647,4.0018475659043
1982,"Ghost",59.8565577332288,"white",5.67,2.545,0.291142679622088,3.35154953063055
1983,"Vampire",68.0558461610059,"green",9.12,24.433,0.26241999834757,4.06491640925023
1984,"Zombie",44.5772012050431,"grey",31.32,37.148,0.0900013170243098,3.16983523388941
1985,"Zombie",54.2205703463985,"green",37.79,29.398,0.133577067697395,3.2159933163651
1986,"Vampire",68.9574769853952,"grey",5.11,12.706,0.0710654892668872,3.4022195515244
1987,"Zombie",62.3369597559688,"white",24.74,29.693,0.40747438480757,3.97734036033628
1988,"Zombie",64.9318821233289,"grey",22.25,21.811,0.0997867492414238,3.44941849839249
1989,"Ghost",39.6772455072754,"white",11.09,0.62,0.436273283536128,3.00072796803057
1990,"Zombie",58.9833446971315,"green",27.69,35.954,0.168625465138388,4.22274081226838
1991,"Witch",66.4149971300203,"grey",14,12.376,0.107220680342417,3.40903275929367
1992,"Zombie",68.9021811624267,"white",21.48,30.682,0.364227672180119,3.34503988074516
1993,"Witch",60.4134728812984,"purple",22.06,1.936,0.198950216033776,3.02108174381741
1994,"Mummy",56.5426938099049,"white",24.97,8.617,0.275727785555063,3.21371482902265
1995,"Witch",64.3050757968285,"purple",19.75,12.943,0.247191405163814,3.27188655408216
1996,"Vampire",70.842064759642,"grey",14.99,25.206,0.0924908910229611,3.67152936029597
1997,"Zombie",62.717979557051,"green",41.99,29.563,0.280988431361732,3.25439258712177
1998,"Zombie",62.8174383077459,"green",30.95,25.873,0.192950876274623,3.42151718803636
1999,"Witch",54.7279679223788,"white",17.5,15.394,0.301293226565914,2.52691406569872
2000,"Witch",65.8260337716527,"green",17.39,14.895,0.193407062616398,3.62955695921777
2001,"Zombie",62.6457266446742,"grey",30.24,32.095,0.089490819167845,3.53323182599585
2002,"Zombie",64.3916047551106,"green",25.14,23.736,0.208336116121196,2.61123858865674
2003,"Witch",60.0080942761475,"green",21.25,3.38,0.206268128799655,2.56471087942683
2004,"Ghost",44.7086654173117,"white",6.08,2.758,0.40225693775695,2.56713003963654
2005,"Mummy",57.9513894111062,"white",23.4,2.074,0.25048920550828,3.83737733829421
2006,"Mummy",62.6549418601741,"grey",21.22,16.835,0.118317910756679,3.76207389236067
