"ID","primary_color","secondary_color","height","wingspan","weight","hobby","dsb"
3238,"black","grey",23.560791134508,37.1020598738015,14.6244219331217,"yoga",5
3239,"grey","blue",35.5889390617036,32.235867304656,18.9728206322937,"yoga",3
3240,"grey","blue",28.2095029014659,37.4176913695891,11.1679061487909,"yoga",1
3241,"grey","blue",27.5034624211743,46.5597427367296,17.5194571971701,"art",1
3242,"brown","blue",24.831338701554,34.9077285962127,15.6648001173628,"trivia",0
3243,"grey","blue",25.3068811152794,43.6842414729058,10.8090252763832,"art",2
3244,"black","grey",23.6101016571838,33.7332363309566,16.6107715409586,"cooking",0
3245,"grey","blue",26.6930316126073,56.2361317770806,18.8555439521276,"debate",6
3246,"grey","blue",23.569843717018,23.2555070762792,14.7869468324703,"cooking",1
3247,"grey","blue",28.4644643161944,25.3476566473139,13.7987857592594,"trivia",2
3248,"black","blue",29.4692112067048,33.1537934699251,14.3169881726805,"art",3
3249,"grey","blue",24.804197856826,35.7493984644434,14.4992387612865,"cooking",2
3250,"brown","blue",26.9221498859278,32.0943837163866,16.0835640522354,"cooking",2
3251,"black","blue",28.7256346775544,35.8726274872706,16.1121521053825,"yoga",2
3252,"grey","blue",32.8012016684542,38.4972436738739,19.7650471657478,"karaoke",0
3253,"black","blue",30.5481620962929,30.400347228469,20.5297849806873,"cooking",2
3254,"brown","blue",27.7209445936223,30.6937987831834,14.8596005826969,"yoga",3
3255,"grey","blue",32.4612179164077,40.5026502423302,22.3128431594336,"cooking",1
3256,"black","blue",27.918331050124,34.3038378370741,15.7630881912219,"art",0
3257,"grey","blue",24.8173100483806,38.2959197839903,12.4686496038434,"trivia",0
3258,"brown","blue",27.8046468061413,40.1797113622792,9.5271445290625,"cooking",2
3259,"black","blue",29.6363827476214,20.6132603806477,14.4831811936578,"art",1
3260,"grey","grey",22.3018209464968,39.0748194215648,12.1031295837002,"trivia",3
3261,"grey","blue",29.701584426492,24.7222356842177,5.96553133255835,"cooking",1
3262,"black","blue",26.7942148929565,29.4997767879742,9.13446319718971,"karaoke",2
3263,"black","blue",29.6358973367571,51.117678522783,22.0585175813808,"trivia",0
3264,"grey","blue",27.000487039112,45.8973397850368,19.2529613857409,"yoga",9
3265,"black","grey",26.512083639607,43.891235880645,21.6379349079294,"cooking",3
3266,"black","blue",26.2899117607933,40.0611893260403,11.1180643651061,"trivia",6
3267,"black","blue",26.4733267151987,27.7552781476174,12.0373804157437,"yoga",2
3268,"black","blue",21.1698578900709,43.6753646437157,22.9112777711911,"karaoke",0
3269,"black","blue",25.1336662044437,36.2001035382418,18.3072281023479,"debate",6
3270,"black","blue",23.3141949199333,47.0596256777927,19.5887110525412,"cooking",4
3271,"grey","grey",25.2189728596357,33.1421924180497,15.1061295544721,"karaoke",4
3272,"brown","blue",26.8335053622001,27.6174489887129,15.6274278266681,"art",1
3273,"grey","blue",25.4588852840596,37.5106130415273,13.3284077487139,"cooking",2
3274,"black","blue",27.8466156289981,30.8005967106758,18.3451123620468,"cooking",1
3275,"black","blue",26.0975375308669,24.1791657364636,16.7490546311736,"yoga",2
3276,"black","blue",29.2074638767722,45.0348558146022,15.1867540290952,"karaoke",3
3277,"brown","grey",28.426356009312,45.0454397909678,17.4595266684455,"comedy",4
3278,"black","blue",30.2952691840584,45.1850006568694,15.7128061575267,"yoga",4
3279,"brown","blue",25.3782162676758,44.590354235564,18.403726193142,"cooking",3
3280,"brown","blue",27.9207234393365,31.1568446778231,15.2253936492456,"cooking",6
3281,"black","grey",28.908500461214,50.3389991039222,18.7994943790572,"yoga",0
3282,"black","blue",26.2283641762356,33.5657836779605,10.6656082580197,"karaoke",4
3283,"black","blue",25.5814681490138,26.6958383886956,10.7576462434603,"comedy",4
3284,"black","blue",25.0437924211071,43.7951538281944,17.0631501204283,"yoga",10
3285,"black","blue",25.9809255817485,58.2430409928389,20.4175409889063,"art",2
3286,"black","blue",23.8334292105423,35.0660768675553,16.6766247088525,"debate",12
3287,"grey","blue",31.1401699485005,23.1605336546521,10.6015171879351,"cooking",2
3288,"grey","blue",29.4066505600183,36.7548876889357,17.8121202329403,"comedy",1
3289,"grey","blue",24.899988823895,30.3590502062495,14.7279782653326,"trivia",2
3290,"brown","grey",27.3267027045058,28.3307653674872,13.3634741218151,"cooking",2
3291,"brown","blue",29.0385496548816,31.943831788067,10.372298525678,"debate",4
3292,"black","blue",30.6079047734737,34.3136167683185,13.4304118674439,"art",2
3293,"grey","blue",28.5682287681515,42.4417727120531,20.1333136599056,"art",4
3294,"black","grey",26.8751646910481,31.6034194242982,15.9657864365613,"cooking",1
3295,"black","grey",31.5455495032687,29.1862721091454,19.6876865159534,"karaoke",0
3296,"black","grey",31.8543929561452,27.2118846108409,15.5625830071418,"cooking",1
3297,"brown","blue",29.0187190063046,40.001462529903,15.7536232275687,"art",6
3298,"black","blue",26.8056380322225,17.8620958597185,7.75544315157052,"yoga",2
3299,"black","blue",32.4344968717806,38.3307117637312,20.017570701012,"yoga",7
3300,"grey","blue",24.845950198168,32.0866580629048,5.15375650039293,"trivia",0
3301,"grey","grey",25.6657698797541,40.6219766882847,14.5937757162951,"art",2
3302,"black","blue",24.5530688804749,22.3969660085175,15.6159720068878,"cooking",2
3303,"grey","grey",33.4344428211049,34.5389694029505,20.3715813672746,"cooking",3
3304,"brown","blue",30.8816292527362,28.2941497311019,8.24647168686575,"karaoke",1
3305,"black","blue",26.8325526030985,42.9856016031541,16.036363061103,"comedy",2
3306,"black","blue",25.9523251731483,38.4159026903654,15.6831879801854,"debate",3
3307,"black","blue",24.6948042208163,33.4583923278829,20.2815549746389,"comedy",2
3308,"black","blue",29.191674551796,30.7058218556293,20.2811220495926,"trivia",1
3309,"grey","blue",22.6542424967407,41.2991124834453,15.9114508138273,"cooking",1
3310,"brown","grey",29.6513677900989,28.8274101047058,15.8891054874668,"karaoke",2
3311,"brown","blue",27.7852659740392,45.6048809167752,13.6498601843192,"cooking",1
3312,"grey","grey",26.0289414654555,48.3103104335921,12.7001979009459,"trivia",5
3313,"grey","blue",24.9872966204709,32.383853532207,11.5734828861462,"cooking",1
3314,"brown","blue",30.5002319120037,37.6457544055713,16.1826417619665,"cooking",2
3315,"grey","blue",23.0497973693845,36.9204260135634,13.9848889429435,"cooking",1
3316,"black","blue",32.3061954806418,40.2456365838969,20.0358249962993,"debate",7
3317,"black","blue",21.7333472759982,43.5098304988825,16.3293363336931,"art",4
3318,"grey","blue",26.4954691052893,30.8325586991038,16.0797340815771,"trivia",2
3319,"black","blue",27.2875204499,44.47259550323,17.0084495387519,"trivia",14
3320,"black","blue",32.2347067560428,41.1085370634526,20.1646596722487,"trivia",2
3321,"brown","blue",27.052185858591,41.1012467668784,21.4928094449627,"debate",5
3322,"grey","grey",27.5726297804536,18.7067889626157,9.59586512480372,"yoga",0
3323,"grey","blue",30.3844813363805,45.2121372280349,25.691695153205,"cooking",2
3324,"brown","blue",25.8136191281629,34.9513431684304,13.3426825941286,"cooking",2
3325,"grey","grey",23.1290944310388,36.6791938145666,12.9592084849873,"trivia",2
3326,"black","blue",26.9217994781016,25.0760226311376,10.1044327173379,"karaoke",3
3327,"grey","blue",30.258504818722,31.9639278371962,12.5290125225107,"trivia",3
3328,"grey","blue",27.8237454105679,26.8168860483538,17.2601299010317,"karaoke",5
3329,"brown","blue",30.4035265448611,32.8897621456657,18.761786766357,"comedy",8
3330,"black","blue",24.0661564498883,31.0615980145121,10.4694639229395,"cooking",0
3331,"grey","blue",19.9200633903402,33.5362841977099,9.5022122248108,"art",1
3332,"grey","blue",25.6173372722113,39.3782734007634,19.3389442020253,"debate",1
3333,"grey","blue",31.2789278142076,36.2428776456911,17.3576151178493,"comedy",2
3334,"black","blue",28.3421118591287,27.8669284454293,6.4089206424575,"debate",3
3335,"black","blue",30.974552944848,27.0295577213887,17.9004672527501,"cooking",2
3336,"black","blue",26.7223113639623,36.6743379523217,18.8192949606752,"yoga",4
3337,"black","blue",21.8406384903353,51.7874946088358,17.1556403299686,"art",7
3338,"black","grey",25.8041707121304,46.7046455155996,14.7981942776327,"cooking",1
3339,"brown","blue",27.1219365522259,29.5140453866521,11.3253027777947,"cooking",2
3340,"black","grey",28.2578364489328,42.3158058066475,21.4126959215628,"karaoke",1
3341,"brown","blue",30.6328440247865,41.5033401507942,15.3992515266457,"karaoke",1
3342,"brown","blue",25.9574394285913,36.3143066599897,9.54585163585599,"art",4
3343,"black","grey",27.4344892251192,29.9969570233085,9.93292071500253,"trivia",1
3344,"grey","grey",28.434028914157,17.5845964533469,13.5138287616291,"trivia",1
3345,"black","blue",25.1990789832239,43.5359355755067,9.31343487805902,"art",1
3346,"black","blue",28.8808792454381,36.7389809733901,14.9480191767914,"karaoke",1
3347,"black","blue",23.8588948503096,48.1968417759203,16.6300468045947,"karaoke",1
3348,"brown","grey",24.5554981531377,31.7325728362385,14.253208561719,"art",2
3349,"black","blue",33.7723814863949,28.7011868724795,15.6717723505887,"comedy",3
3350,"black","blue",28.2829966154394,40.455058316414,19.3169327181539,"yoga",4
3351,"grey","blue",24.4861332260082,20.634043172546,8.79739862112809,"art",1
3352,"black","blue",26.8242576476401,27.7556991241883,10.6460221932838,"yoga",3
3353,"brown","blue",27.8655409382512,34.3703434865149,14.3958711808393,"art",3
3354,"black","blue",27.9662405051001,22.9658103915652,10.2715518278103,"art",2
3355,"black","grey",25.9746903172921,45.4140442613795,21.3869367653697,"comedy",6
3356,"black","grey",27.0804531223204,37.4804616953741,15.3051290431737,"trivia",5
3357,"black","blue",26.0396347973713,33.102710067955,17.7646333186401,"cooking",1
3358,"black","blue",28.4277139064256,35.9567182709185,19.50694781432,"trivia",2
3359,"black","blue",30.0263458473121,29.2483924782101,14.633383237538,"karaoke",1
3360,"grey","blue",25.6395223566013,36.0818104154024,14.0708743759009,"yoga",1
3361,"black","blue",24.2211583024005,30.9502092563277,10.426476415298,"karaoke",3
3362,"grey","blue",27.952181576455,36.3995133163798,15.8273361642989,"karaoke",2
3363,"grey","blue",27.5495178113061,36.7376565570719,12.7870372517033,"debate",1
3364,"grey","blue",27.074718508666,30.9125785951174,15.5927087160344,"trivia",1
3365,"black","grey",27.3102063068044,37.0838590985481,15.4716770429211,"art",2
3366,"grey","grey",31.2737090081566,33.9065076749432,17.9065134691646,"cooking",2
3367,"black","blue",32.593700126427,24.6351377308018,14.022186515766,"cooking",1
3368,"brown","blue",29.7274435760608,39.3372048895052,19.3894960994637,"art",2
3369,"brown","blue",29.7730857131064,31.2535111074953,13.9910646082107,"cooking",4
3370,"grey","grey",25.7243328268379,51.0755568231574,14.2680736486111,"art",3
3371,"grey","blue",30.3296043908308,46.4954923063866,19.6343410956112,"cooking",0
3372,"black","grey",31.0093929568692,38.9906989866308,22.9656474283333,"trivia",12
3373,"grey","blue",30.9458249033067,31.1816938690051,15.4892499342479,"yoga",3
3374,"grey","grey",28.3796142148749,25.6885601349437,18.4473997988173,"cooking",1
3375,"grey","blue",27.2461308613671,28.6769187628721,17.1665761423318,"trivia",1
3376,"grey","blue",26.2656111474476,26.2715605308983,14.4221896314332,"karaoke",1
3377,"brown","grey",25.6646127094952,44.1810008695481,20.8089800458664,"karaoke",2
3378,"black","blue",23.6423506781939,40.4103782802782,9.14676340159052,"karaoke",0
3379,"brown","blue",26.6932180262039,44.6983197062085,14.7436113025008,"karaoke",2
3380,"black","blue",29.6387529268379,36.4554226851644,16.5607495386747,"yoga",1
3381,"black","blue",25.6096725212127,18.6587567451327,8.7760253011798,"cooking",1
3382,"black","blue",22.4649307762004,39.0613844770668,15.4340909526899,"karaoke",1
3383,"black","grey",25.246081984506,29.5770370923003,14.3155805840222,"cooking",1
3384,"black","blue",29.538562268488,22.5039205698512,10.166691800332,"karaoke",2
3385,"black","grey",23.3138320107322,38.6833048762712,17.30442213346,"debate",8
3386,"black","blue",30.4092895079247,46.7460803892442,20.0701435503615,"cooking",6
3387,"brown","blue",25.3591502643165,34.998321648573,16.1611378017588,"comedy",1
3388,"grey","grey",34.5376732838987,35.7201053762969,12.5561143940708,"comedy",0
3389,"brown","blue",30.5598068623691,27.1210538676284,16.9477602325741,"cooking",0
3390,"black","blue",29.1015244169638,31.5054835162191,9.66560940270535,"karaoke",0
3391,"brown","blue",25.9705258441774,36.9944417987251,14.1316733349042,"cooking",2
3392,"black","blue",24.5680822534361,42.4120522646915,13.7527293365526,"cooking",4
3393,"grey","blue",28.5187233494117,36.1955803734645,15.4150260868704,"trivia",5
3394,"black","blue",23.0712196824524,41.1538050770043,15.7644508032029,"yoga",4
3395,"black","blue",28.3131420253584,29.3048090461567,9.58971163552699,"art",4
3396,"grey","blue",28.8548172596504,31.4263886685527,15.831842728742,"trivia",1
3397,"grey","blue",23.0153405831407,38.9755521862624,17.2060422380358,"trivia",3
3398,"brown","blue",30.2673659815907,41.7351065710498,19.1792836270916,"cooking",4
3399,"grey","blue",31.8604606902554,41.6296869676614,17.6042566769984,"art",1
3400,"black","blue",29.5146584947421,39.4474311947756,19.5631917594833,"yoga",4
3401,"grey","blue",30.4218797514339,22.883833528477,10.7508692967507,"cooking",0
3402,"grey","blue",23.560791405284,26.6415973574695,8.28525280628748,"art",1
3403,"grey","blue",26.042112662055,49.1546582833514,14.380357935737,"trivia",5
3404,"brown","blue",31.7236484639891,37.7234366648857,18.2601117932665,"karaoke",3
3405,"black","blue",29.8230826994271,36.6571307949669,14.1683651258757,"cooking",2
3406,"grey","grey",24.1546364571135,37.4722204800312,15.2149740843898,"trivia",3
3407,"grey","blue",33.3511816030223,37.6141784798162,16.4080725214108,"art",0
3408,"black","blue",26.8830278916562,29.5838312611017,17.1066425315953,"art",2
3409,"grey","blue",34.4866018779905,19.8900265776528,7.77516489937355,"cooking",3
3410,"grey","blue",26.303994855631,41.0996400182717,15.9769252202835,"debate",9
3411,"black","blue",31.2266978137355,44.4945047208603,19.4454755437494,"comedy",0
3412,"grey","blue",28.7166203146697,29.7002740072397,17.3237234741767,"trivia",1
3413,"black","blue",34.7784502454428,39.1033298569854,17.2839095113989,"debate",1
3414,"black","blue",27.3770004372583,36.6109881141423,13.1448187309986,"debate",6
3415,"black","blue",24.45494673814,37.2450115500856,10.3523690648445,"art",1
3416,"black","blue",29.1830066370792,41.5656484983291,21.5678671863621,"comedy",9
3417,"black","blue",25.9521962819811,24.4470322757066,14.2153628361774,"art",0
3418,"black","blue",28.1435072766935,45.1255937297346,15.5209987130918,"cooking",1
3419,"black","grey",23.5155803441423,40.5982798234135,14.6868832645469,"cooking",0
3420,"grey","blue",23.7394385375047,27.3792225014913,11.3176331626986,"art",1
3421,"black","blue",25.6040029835176,36.9118309437701,13.9527260700131,"cooking",7
3422,"grey","blue",27.5840582377573,32.228124342271,10.0405986284157,"art",0
3423,"black","grey",25.7228451804886,36.114917165139,14.6838741607339,"cooking",1
3424,"grey","blue",31.2847364402632,36.1646867235729,8.94876673111133,"cooking",5
3425,"black","grey",26.6178102956025,39.3921877612741,13.7318787726955,"cooking",5
3426,"grey","blue",30.6510927289951,27.5120826343465,12.6609623039282,"cooking",3
3427,"black","grey",26.3720854342048,30.426589846428,16.2695630132809,"trivia",0
3428,"black","blue",29.2097145599258,32.1732799467249,18.4921360124189,"debate",3
3429,"black","blue",26.676387469356,34.6673658525827,14.7371408907018,"cooking",0
3430,"grey","blue",25.1719537621293,46.5049509382957,16.1035685465112,"comedy",5
3431,"black","blue",27.4780431760162,40.6963280190558,17.4581481916624,"comedy",8
3432,"black","blue",23.7042502788402,45.3233636975034,13.625059190873,"comedy",6
3433,"black","blue",27.3882125331579,24.121029580237,11.8938333609533,"debate",0
3434,"grey","blue",31.6721101644921,31.5233853921196,13.0533398753558,"trivia",3
3435,"grey","blue",27.2998731720123,31.6389621173458,17.1507415249899,"cooking",1
3436,"grey","blue",33.8800444337917,34.6565357575794,20.140436793687,"karaoke",1
3437,"black","blue",23.3886470483819,25.6054907112138,12.6378464828934,"cooking",2
3438,"brown","grey",24.691211517608,36.4123823444465,14.5823810628862,"cooking",7
3439,"brown","blue",28.168061661551,23.4450333670034,15.306076822478,"cooking",1
3440,"grey","blue",28.6348147010905,40.0097427146431,20.0254630603739,"cooking",0
3441,"grey","blue",30.0372740807473,30.3099779829203,15.8622521740099,"cooking",2
3442,"black","blue",25.9386955113508,38.974791491942,15.5978629048774,"comedy",8
3443,"black","blue",23.6646529337331,42.7403970460997,14.0617518562227,"art",0
3444,"grey","blue",30.252206338874,12.7657220326344,12.9837288749371,"cooking",2
3445,"brown","blue",25.0440734174884,32.3653636603724,16.6495080451818,"trivia",2
3446,"grey","blue",24.1534085166388,32.9862612799737,16.1121925420798,"art",3
3447,"black","grey",33.6221953594932,18.2918588420242,15.3316338152203,"karaoke",3
3448,"grey","blue",23.988977313686,29.4817782295263,7.30518351048055,"debate",6
3449,"grey","blue",22.1765820568287,35.4760783434118,19.1161094933132,"cooking",2
3450,"grey","blue",27.5500615549219,49.4686099248335,16.9275506197661,"yoga",2
3451,"black","blue",28.8113560761168,33.4627974970762,12.1739573500429,"art",1
3452,"black","blue",24.4757440518211,18.6889533135806,5.75488910466973,"yoga",2
3453,"brown","blue",27.7724984983093,26.4337809839731,15.2901867886245,"debate",3
3454,"brown","blue",28.488547369465,33.5502265350429,18.1929273582628,"yoga",1
3455,"black","blue",27.3291972767961,37.1983140723932,17.384601699982,"cooking",9
3456,"grey","blue",31.8423389136531,33.1323897489264,16.2831758333854,"debate",1
3457,"black","grey",30.8947954280747,27.429912386056,15.5712090450189,"comedy",0
3458,"black","blue",27.4692431155763,30.2110882569088,14.177615634427,"cooking",1
3459,"black","blue",23.7036918611122,24.5655865516273,14.8965902015628,"cooking",4
3460,"black","grey",26.0096473758342,39.0055741845498,13.7090699877623,"trivia",1
3461,"black","grey",35.0389821671289,36.5266870155191,15.4611905565419,"art",1
3462,"black","grey",25.9820738672892,39.1943624894134,18.9042139625834,"debate",5
3463,"grey","blue",28.4169830227482,27.7082699984387,11.8951021910055,"art",0
3464,"black","blue",25.637571016859,39.242274157287,12.546276370703,"comedy",4
3465,"grey","blue",19.6060993798306,28.364191998299,9.91273802952803,"cooking",1
3466,"black","grey",31.766201784012,19.7735553899749,14.613043081635,"art",3
3467,"black","blue",28.2498197682138,38.6082602880518,21.6676925501863,"comedy",3
3468,"black","blue",30.1177694275293,36.1979674924782,23.1367115796081,"cooking",3
3469,"grey","grey",26.5423697926255,37.3068953970832,16.4203092167002,"cooking",3
3470,"black","grey",29.223577420867,35.2920517378609,19.4768841747497,"debate",3
3471,"grey","grey",26.8018105786874,27.5451811339158,10.6167136506604,"cooking",2
3472,"grey","blue",30.8110102135722,43.4001373839094,17.2565308345054,"karaoke",0
3473,"brown","blue",25.8555803112317,38.73555944888,19.5856362463402,"yoga",1
3474,"grey","blue",27.3653379418372,28.660816025943,16.0620016760773,"karaoke",1
3475,"grey","grey",27.5429032165231,33.2759788633505,13.7926305869218,"comedy",3
3476,"brown","grey",29.2295702792785,32.1655877557315,20.0617661271282,"comedy",4
3477,"black","blue",27.6133689244794,25.3320554738197,13.0500642816723,"yoga",4
3478,"grey","blue",28.395037228154,52.0424334009417,22.4203806082298,"cooking",2
3479,"black","blue",33.1404123255398,42.4579440496706,19.568308558662,"debate",8
3480,"black","blue",27.9714586718832,35.7309683620635,12.5614970986038,"comedy",3
3481,"black","blue",29.5761465778353,28.2277395000067,19.924955945998,"karaoke",2
3482,"brown","blue",25.2196988447663,17.5682854239831,8.34987418298741,"art",2
3483,"black","blue",28.3103682349528,27.1284275732711,11.1251516793865,"cooking",4
3484,"black","blue",26.8896592907171,35.3993987797791,11.6783793656208,"karaoke",1
3485,"grey","blue",32.1750193127503,36.3856682430746,18.7763380901465,"trivia",2
3486,"grey","blue",23.7040823124455,31.0268756528745,11.4858563878466,"yoga",4
3487,"grey","grey",28.0177061647486,32.7861446155617,16.4254969251384,"art",1
3488,"brown","blue",24.3349839060763,40.4895904939268,17.5662117320711,"yoga",2
3489,"grey","blue",23.2310015625441,25.1007876013888,13.0090158239631,"comedy",1
3490,"black","blue",27.0334241860314,47.6392376121658,16.7687137641272,"trivia",1
3491,"grey","grey",26.9909975199295,39.4667434209746,13.4414180820358,"karaoke",3
3492,"grey","blue",28.3560697786194,34.4517694575936,19.6409116994901,"trivia",0
3493,"black","blue",28.7983733173484,42.2641656118267,13.0971154601572,"yoga",4
3494,"grey","blue",30.8418530534988,27.5369926346675,17.4529733891298,"art",1
3495,"grey","blue",31.2034039525012,23.5626987987195,8.95495234931209,"trivia",0
3496,"black","grey",25.9346917479431,22.099003789514,11.8355312766418,"cooking",2
3497,"brown","blue",27.4646065991455,38.4868410647957,15.1558221380847,"yoga",2
3498,"grey","blue",27.5851328085479,34.1095554900598,15.0129509853711,"comedy",1
3499,"black","blue",27.5122757643643,27.0035122992267,18.6619493121455,"art",3
3500,"grey","grey",28.8260940378564,41.5922533685021,13.2987611737403,"trivia",4
3501,"grey","blue",35.0762279095228,27.5033283306695,10.5884079133655,"art",4
3502,"black","blue",30.1570638057779,32.5238792144757,14.1009166668341,"art",2
3503,"grey","blue",29.999217660359,42.3741322165054,12.8119170732926,"art",0
3504,"grey","blue",25.290041302878,34.8056630497016,18.8206127670856,"cooking",2
3505,"black","blue",28.2010514319283,45.4933011474205,13.2777150250114,"karaoke",4
3506,"black","blue",36.2309189911429,37.9775263562432,21.1992647947581,"karaoke",3
3507,"grey","grey",31.9657830789244,20.468028064966,8.84319136246401,"cooking",0
3508,"black","blue",26.5341049222903,42.5286791194276,24.3653381185411,"cooking",2
3509,"black","blue",23.7997433243897,31.7402210667498,12.943123020033,"art",5
3510,"black","blue",26.204782430641,38.3057587634014,13.6291061290876,"yoga",1
3511,"brown","blue",27.83008408801,35.4547312981497,13.0059896009459,"cooking",2
3512,"grey","blue",24.5403810087583,34.9924867286616,14.6761095479827,"art",1
3513,"black","blue",22.8418501514648,32.427358132323,8.31860340755606,"karaoke",1
3514,"grey","blue",35.4365664473469,60.6214590085488,19.1226089521268,"cooking",1
3515,"brown","blue",35.4085051972736,36.7591207881543,19.6790109577279,"debate",1
3516,"black","grey",32.0822025202447,52.6678566476655,21.4218991593353,"cooking",2
3517,"brown","blue",31.6872773107956,33.0358102762242,16.6479813386206,"cooking",2
3518,"black","blue",30.4482338758317,41.3460138417422,16.8100552511723,"comedy",2
3519,"grey","blue",25.653940721005,33.7106188082993,13.541920103624,"cooking",1
3520,"grey","blue",25.3127354182034,50.1831512329505,13.2638816625948,"art",2
3521,"grey","blue",27.1940825787088,34.5012607577676,16.2141376407506,"karaoke",1
3522,"black","blue",30.2706735815943,21.2029017404963,12.7579132736692,"karaoke",0
3523,"brown","blue",29.0304102672302,36.6626740189229,15.0428295607366,"yoga",3
3524,"grey","blue",28.5365899381906,31.5402817617388,19.1040535509323,"cooking",2
3525,"black","blue",25.9656049155836,29.3879683452697,16.9088626311495,"trivia",0
3526,"black","blue",28.3351758460772,34.0960211126247,19.4844476742193,"comedy",1
3527,"black","blue",28.774803291789,36.2823765988721,16.304189289618,"comedy",3
3528,"black","blue",27.0313186769138,32.7538472738155,13.4864126509216,"debate",5
3529,"black","grey",24.9251590970062,29.6562710789771,12.3475627882759,"debate",1
3530,"grey","grey",29.8105357044485,42.0050897584765,15.7291526868936,"comedy",3
3531,"grey","blue",27.9190622221485,30.9571964589781,20.9254673479494,"comedy",1
3532,"black","grey",26.4295829741293,27.5498606303981,13.8817274987773,"comedy",4
3533,"grey","grey",32.7643960071194,37.3896511364628,15.7366937817706,"karaoke",0
3534,"grey","blue",27.0367097672678,37.1509046657006,15.248342376574,"cooking",2
3535,"black","grey",27.7612607905446,33.5631137398342,14.0606761922721,"trivia",1
3536,"grey","blue",27.8779082114018,42.9160259464252,17.7046398546124,"karaoke",1
3537,"grey","grey",23.9158242201515,42.6916820277837,15.2587197673656,"karaoke",5
3538,"black","blue",23.2928681309272,52.3641760934798,17.9731062542798,"trivia",7
3539,"black","blue",28.1427671376309,33.3018291294151,20.1524024206491,"comedy",2
3540,"grey","grey",31.0230126154703,28.6540650841442,15.4020467609723,"yoga",1
3541,"black","blue",21.7063593665641,29.5926346195807,11.5944442940665,"debate",1
3542,"black","blue",23.8206849947766,40.6877153055134,14.5059811724016,"debate",6
3543,"black","blue",28.3199360645453,26.928327974142,16.77225411177,"karaoke",1
3544,"grey","blue",29.5702308228577,34.8940268479821,16.8184988393445,"art",2
3545,"black","blue",31.1460570462193,32.4183348030365,17.1032281671464,"cooking",2
3546,"grey","grey",28.3542271617645,49.332014971218,15.9325927772167,"art",3
3547,"grey","blue",26.9781059211914,32.9669628198275,16.193108607652,"cooking",0
3548,"brown","blue",29.6781584688809,48.5278677493602,15.0650514956625,"cooking",3
3549,"black","blue",23.790298548864,36.7327158392705,12.8193041217407,"comedy",0
3550,"black","blue",23.6769236291899,43.9102159297631,17.4815394181665,"trivia",7
3551,"black","blue",27.2094495645031,36.3157472075415,18.1396880817441,"cooking",1
3552,"black","blue",25.546942691074,39.3477321889011,13.1411754944826,"cooking",0
3553,"brown","blue",27.0781360321019,45.3814155759712,20.4376932888028,"karaoke",3
3554,"brown","blue",31.0502233175941,38.4000330724837,18.6754346739223,"karaoke",11
3555,"black","blue",24.4062448206714,33.9122682546033,12.2493704046174,"debate",1
3556,"black","grey",24.9904822161618,35.5448569489243,10.5799365896053,"trivia",5
3557,"black","blue",28.1751578604026,26.4876419857995,12.4361951311293,"karaoke",1
3558,"black","grey",25.2149059128311,18.4904690848509,7.47600449940999,"karaoke",4
3559,"black","blue",25.7103495057377,48.4174652193948,15.5459770141486,"yoga",3
3560,"black","grey",26.9742405555029,34.3175995572875,12.5690920190712,"cooking",5
3561,"black","blue",30.518393790632,34.2275400602744,14.496476274689,"comedy",0
3562,"black","blue",29.0454037609038,40.7952241152718,9.85524206793673,"cooking",2
3563,"grey","blue",29.9267859478231,25.2423423357386,20.3117449131028,"cooking",3
3564,"black","blue",28.4527331919796,35.3942136335081,16.734688942495,"debate",6
3565,"black","blue",26.7812105192674,38.8109889429974,14.8117879511928,"cooking",2
3566,"black","grey",25.5514069790662,36.229177607726,13.1072608912302,"cooking",4
3567,"grey","blue",28.9746147907653,30.7085461054492,16.1007076727126,"karaoke",1
3568,"black","grey",28.2367571802277,25.1494582048135,10.7639031155418,"debate",5
3569,"brown","blue",28.5469099046211,39.8330039801503,15.2915034402487,"yoga",8
3570,"grey","blue",29.8080533538961,41.9332309067102,12.2576885539164,"karaoke",4
3571,"grey","grey",32.2579928056531,26.8163028316185,14.5227154350117,"cooking",1
3572,"black","blue",26.715826354207,24.5183399265289,14.7981624151982,"art",1
3573,"grey","grey",30.8584629340977,42.606176574205,18.9327071453735,"cooking",0
3574,"grey","grey",33.1591433620697,42.8231137049567,22.8800821352855,"debate",3
3575,"grey","blue",27.8393204564236,24.4827148716896,10.6225048593621,"cooking",0
3576,"black","blue",27.2520348860782,46.8177970380076,16.3963384964247,"yoga",3
3577,"brown","blue",28.0116393185376,32.633774984769,18.4618258765368,"cooking",0
3578,"grey","blue",34.3702019437503,29.5448782063318,22.2812207269221,"trivia",1
3579,"brown","blue",27.2646848383691,39.1726945440786,21.1575730997485,"cooking",1
3580,"black","blue",30.7948350804296,40.0143072567988,16.4962005258116,"cooking",2
3581,"black","blue",26.6001313394714,26.3536199091508,10.0254619545612,"cooking",2
3582,"grey","blue",29.1084595590033,36.5436607301057,18.2807754944802,"yoga",1
3583,"black","grey",25.7748585411247,46.7119715991754,17.0551434154849,"trivia",4
3584,"grey","blue",30.7595001472184,37.403329365829,17.7860818143281,"cooking",1
3585,"brown","blue",26.9890497552043,47.2230075704026,14.245588576094,"comedy",3
3586,"black","grey",28.5637508225855,41.9340037065446,19.2975815471032,"cooking",2
